Player,Country,Position,Goals,Minutes Played,Assists,Attempts On Target,Attempts At Goal,Attempts At Goal Conv. Rate (%),Attempts Inside the Penalty Area,Attempts Outside the Penalty Area,Headed Attempts at Goal,xG,xG Efficiency,Corners,Passes,Passes Completed,Passing Accuracy (%),Crosses,Crossing Accuracy (%),Take-Ons Completed,Defensive Linebreaks Attempted,Defensive Linebreaks Acc (%),Switches of Play Attempted,Switches of Play Acc (%),Own Goals,Forced Turnovers,Defensive Pressures Applied,Defensive Pressures Directly Applied,Fouls Against,Fouls For,Yellow Cards,Red Cards,Indirect Red Cards,Offsides,Goalkeeper Saves,Goalkeeper Actions Inside the Penalty Area,Goalkeeper Actions Outside the Penalty Area,Offers To Receive,Offers In Behind,Offers In Between,Offers In Front,Offers Inside Team Shape,Offers Outside Team Shape,Receptions In Behind,Receptions Between Midfield And Defensive Line,Receptions Under Pressure,Player Involvements,Average Speed (km/h),High Speed Running,Sprints,Total Distance (m),Attacking Impact Score,Passing Impact Score,Defensive Impact Score,Movement Impact Score,Goalkeeping Impact Score,Cluster,Player Archetype,Overall Performance Score,Performance Rating,Goalkeeping Rating,PC1,PC2
Nawaf Alaqidi,KSA,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,-1.2038479457474982,-1,Goalkeeper,0.0,0.0,0.0,-1.8491850714187297,0.31666064731001287
Nawaf Bu Washl,KSA,DF,0.0,104.0,0,0,0,0,0,0,0,0.0,0.0,0,46,35,76,0,0,0,1,0,0,0,0,3,27,4,1,1,0,0,0,0,,,,9,2,3,4,3,6,0,1,3,85,4.31,105,56,10603.72,-1.3243189297858935,-1.4206646135914365,-0.7273889898666186,-1.884382302212216,,2,Limited Tournament Impact,0.2485170419657454,7.6,,-1.1118479255857554,-0.0439136236701803
Neil El Aynaoui,MAR,MF,0.0,634.0,0,2,7,0,5,2,4,0.6,0.0,1,433,405,94,0,0,1,3,0,3,67,0,51,132,48,15,7,0,0,0,0,,,,334,37,99,198,250,84,1,25,154,918,6.69,836,276,70474.7,2.6656730962322843,3.284711472612431,7.169721547681588,10.545676342504096,,5,Elite All-Round Performers,2.268841110243691,69.8,,5.17591990504021,-0.887498345094266
Nelson Semedo,POR,DF,0.0,164.0,0,0,0,0,0,0,0,0.0,0.0,0,91,84,92,5,0,3,3,0,0,0,0,6,31,3,2,2,1,0,0,0,,,,52,18,25,9,26,26,3,7,26,196,5.02,196,79,16630.4,-1.3243189297858935,-0.1378254688904296,-0.3856536882562669,0.0627305637126101,,0,Balanced Contributors,0.4960838766792329,15.3,,-0.3775869092435548,-0.4229234897068853
Nestory Irankunda,AUS,FW,1.0,285.0,0,3,6,17,4,2,1,0.81,1.23,0,44,32,73,1,0,1,1,100,1,0,0,13,116,3,4,5,0,0,0,0,,,,55,34,20,1,36,19,6,43,51,124,5.66,263,129,27279.0,2.8022213364998887,-0.3063524578461346,1.5086258953103715,1.4570505244957417,,1,Dynamic Attackers,0.902258417785242,27.7,,1.1375134024120885,0.8702019604422268
Neymar Jr,BRA,FW,1.0,55.0,0,2,3,33,3,0,0,0.82,1.22,5,26,21,81,7,14,1,2,0,0,0,0,0,39,7,1,1,1,0,0,0,,,,32,2,21,9,19,13,1,11,8,72,2.59,71,18,5846.42,1.9388661010398405,-0.8197870976187651,-0.5965829052060589,-1.6613224083422522,,0,Balanced Contributors,0.4400096435602988,13.5,,-0.2960547163092097,1.0125342893245988
Ngalayel Mukau,COD,MF,0.0,220.0,0,0,1,0,0,1,0,0.06,0.0,0,69,60,87,0,0,1,1,100,0,0,0,10,125,9,3,4,0,0,0,1,,,,62,11,35,16,39,23,0,19,41,164,7.25,383,105,26619.43,-0.9728516411420702,-0.2314489470206361,1.618911082602149,1.0344952496452833,,0,Balanced Contributors,0.7568522684371278,23.3,,0.4210543314567702,-0.5241121805973827
Ngolo Kante,FRA,MF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,,2,Limited Tournament Impact,0.0,0.0,,-1.8491850714187297,0.31666064731001287
Nick Woltemade,GER,FW,0.0,44.0,0,0,2,0,2,0,0,0.09,0.0,0,1,1,100,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,,,,12,5,7,0,11,1,0,3,3,7,1.4,37,13,4199.08,-0.7026325157365478,-1.6449990285391731,-1.5038764592300446,-2.5754598965452886,,2,Limited Tournament Impact,0.1364025956988543,4.2,,-1.3968624290460654,0.3400344408685373
Nico Elvedi,SUI,DF,0.0,673.0,0,0,3,0,3,0,2,0.3,0.0,0,438,406,93,0,0,3,2,50,5,100,0,8,48,12,5,6,1,0,0,0,,,,52,1,9,42,27,25,0,4,99,946,5.66,611,199,63204.39,0.2269642852034671,4.453639006462099,1.169920950342194,3.2843319086035185,,3,Complete Midfielders,1.2520969748322963,38.5,,1.9864016798248219,-1.071382331346197
Nico Gonzalez,ARG,MF,0.0,275.0,1,1,7,0,7,0,4,0.48,0.0,0,103,85,83,9,44,4,8,63,0,0,0,8,44,5,3,2,0,0,0,0,,,,73,60,11,2,45,28,21,49,49,220,5.0,225,103,23733.97,2.6146272333610727,1.4601758850341382,0.0062191361663565,2.810283684966147,,1,Dynamic Attackers,0.9633497024127046,29.6,,1.3061281095505846,0.5414246525124924
Nico Oreilly,ENG,DF,0.0,523.0,0,1,7,0,6,1,5,0.88,0.0,0,216,200,93,6,50,4,6,67,2,100,0,18,109,25,6,4,1,0,0,0,,,,205,46,73,86,88,117,6,33,75,472,6.21,561,225,52466.89,2.791763496160628,3.361912749759528,2.925626531495777,6.418393763707915,,5,Elite All-Round Performers,1.6178056060997903,49.7,,3.25964179846712,-0.23446990103154786
Nico Paz,ARG,FW,0.0,81.0,0,0,1,0,0,1,0,0.08,0.0,0,56,54,96,1,0,1,2,100,2,100,0,7,44,6,2,1,0,0,0,0,,,,73,7,47,19,50,23,0,12,51,125,2.32,110,39,9189.47,-0.9572862098424956,1.0349264106354452,-0.1665600140366492,-0.2557329720447477,,0,Balanced Contributors,0.6036573040296548,18.6,,-0.028337080582839194,-0.5287864846840281
Nico Schlotterbeck,GER,DF,1.0,152.0,0,2,2,50,2,0,2,0.25,4.01,0,123,110,89,0,0,1,3,67,4,75,0,18,7,6,2,1,0,0,0,0,,,,22,0,1,21,5,17,0,6,33,272,3.07,158,40,15443.46,1.829922631244792,1.4899091192936114,0.1089093003324021,-1.106682021650077,,0,Balanced Contributors,0.7179102345919478,22.1,,0.5233015018373461,0.4161846280675747
Nico Williams,ESP,FW,0.0,98.0,0,0,1,0,1,0,0,0.03,0.0,1,28,24,86,4,0,2,4,75,0,0,0,7,33,1,0,1,0,0,0,0,,,,64,37,23,4,25,39,1,25,21,76,4.91,127,80,10656.13,-0.9627643434494748,-0.1729632672167936,-0.5964181463838167,0.0219851715052946,,0,Balanced Contributors,0.4832700504945593,14.9,,-0.38822237368052,-0.25968783560599873
Nicolas De La Cruz,URU,MF,0.0,115.0,0,2,4,0,1,3,0,0.11,0.0,4,55,45,82,4,50,0,7,43,4,100,0,7,36,6,2,3,1,0,0,0,,,,69,15,33,21,47,22,1,13,33,130,6.33,174,65,12114.61,0.6922858647068626,1.7402554268543104,0.0889034903700469,0.2437259858890919,,0,Balanced Contributors,0.7730598125064887,23.8,,0.5996337039084084,-0.11157145335381405
Nicolas Jackson,SEN,FW,0.0,271.0,1,3,7,0,6,1,2,0.56,0.0,0,45,36,80,1,0,2,4,50,0,0,0,10,106,13,2,0,0,0,0,5,,,,127,73,40,14,96,31,4,38,42,114,6.12,304,154,28133.46,2.706819321373451,-0.4751461927826837,0.9665149711128436,2.8915666801884785,,1,Dynamic Attackers,0.9160153281516636,28.2,,1.1691818076224796,0.8581983565791067
Nicolas Otamendi,ARG,DF,0.0,211.0,0,0,1,0,1,0,1,0.07,0.0,0,163,156,96,0,0,0,1,100,1,100,0,2,13,8,3,0,0,0,0,1,,,,23,1,0,22,8,15,0,1,16,293,4.72,205,46,17382.7,-0.7488495407898266,1.4702792002908969,-0.8705255331774228,-0.9846450220739112,,0,Balanced Contributors,0.5327537025964768,16.4,,-0.22121473809982323,-0.433471746947979
Nicolas Pepe,CIV,FW,2.0,255.0,1,3,6,33,5,1,0,1.42,1.41,6,109,93,85,10,30,5,10,60,0,0,0,19,97,15,1,1,1,0,0,1,,,,136,51,64,21,88,48,8,59,57,267,6.05,289,154,25237.91,4.48943489889948,1.7299442358485162,1.722868372785149,3.8415975425877193,,1,Dynamic Attackers,1.2828138450061126,39.4,,2.3947703195358305,0.9545771078265346
Nicolas Raskin,BEL,MF,0.0,396.0,2,1,2,0,2,0,1,0.13,0.0,0,230,197,86,8,38,0,8,0,1,100,0,19,98,21,12,3,0,0,0,0,,,,166,11,50,105,115,51,2,14,69,498,6.95,508,128,44872.33,0.6359108382579224,2.4177376340256846,2.447620687243028,4.35385797438234,,3,Complete Midfielders,1.297744084552671,39.9,,2.147885993478029,-0.695871162011309
Nicolas Seiwald,AUT,MF,0.0,361.0,0,0,3,0,2,1,0,0.05,0.0,0,153,141,92,3,33,0,2,100,1,100,0,16,64,19,1,1,0,0,0,0,,,,138,14,45,79,96,42,1,10,57,339,6.65,491,132,39640.15,-0.4289923835905979,1.85487959700026,1.4166144692180611,3.271219314194182,,3,Complete Midfielders,1.0498103823258782,32.3,,1.3322223916232578,-0.8206706361198501
Nicolas Tagliafico,ARG,DF,0.0,403.0,0,0,0,0,0,0,0,0.0,0.0,0,177,158,89,4,25,0,7,43,0,0,0,5,54,8,4,10,0,0,0,2,,,,91,41,20,30,22,69,6,32,26,279,5.1,353,120,31800.43,-1.3243189297858935,1.053883435109376,1.4913145867781166,2.200560530677018,,3,Complete Midfielders,0.899646421642102,27.7,,0.8188837697887987,-0.9491335129408205
Nihad Mujakic,BIH,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,,2,Limited Tournament Impact,0.0,0.0,,-1.8491850714187297,0.31666064731001287
Niko Sigur,CAN,DF,0.0,147.0,0,0,1,0,0,1,0,0.04,0.0,0,64,52,81,4,25,0,8,63,1,100,0,4,39,9,5,1,1,0,0,0,,,,44,4,17,23,26,18,2,9,36,149,4.53,265,75,17924.01,-0.9884170724416448,1.2350323230744826,-0.2241339600932586,-0.1105990937873397,,0,Balanced Contributors,0.6208836158980574,19.1,,0.020585289301377582,-0.5807715185494657
Nikola Katic,BIH,DF,0.0,353.0,0,0,2,0,1,1,1,0.08,0.0,0,165,148,90,0,0,0,1,0,0,0,0,14,43,18,4,0,1,0,0,0,,,,39,0,1,38,10,29,0,4,37,345,6.17,419,139,36234.39,-0.4362958303949401,-0.32836059778359,0.8256287875212996,0.8019985485729628,,0,Balanced Contributors,0.6767361310886085,20.8,,0.2241976850838993,-0.216083033668908
Nikola Moro,CRO,MF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,,2,Limited Tournament Impact,0.0,0.0,,-1.8491850714187297,0.31666064731001287
Nikola Vasilj,BIH,GK,0.0,411.0,0,0,0,0,0,0,0,0.0,0.0,0,155,94,61,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,92.0,70.0,18,0,0,18,13,5,0,0,11,279,3.31,34,7,22744.03,-1.3243189297858935,-0.5795252975789031,-1.631956563153904,-1.6408878705291754,2.123536471449786,-1,Goalkeeper,0.2386649251414359,7.3,49.0,-1.1398249390236588,-0.12996063573720393
Nikola Vlasic,CRO,MF,1.0,204.0,0,1,3,33,2,1,1,0.2,5.07,0,40,33,83,3,67,2,3,67,0,0,0,14,82,9,5,0,0,0,0,2,,,,67,30,28,9,38,29,1,22,45,105,5.15,263,96,22011.41,1.4847656869044208,0.2119148952650205,0.7034574320122532,0.7482572116081587,,0,Balanced Contributors,0.7734275973440263,23.8,,0.6574326817773312,0.39758756961061636
Nilson Angulo,ECU,FW,1.0,240.0,0,2,2,50,0,2,0,0.04,25.98,7,78,63,81,8,38,16,14,50,0,0,0,7,83,18,4,3,0,0,0,0,,,,65,28,26,11,22,43,2,43,55,193,6.36,274,136,25147.24,3.450574016295898,2.7167190920960844,1.348835280519348,1.5982024015559129,,1,Dynamic Attackers,1.153355058528334,35.5,,1.9364757350909656,0.5176529732037509
Nishan Velupillay,AUS,FW,0.0,88.0,0,0,0,0,0,0,0,0.0,0.0,0,12,6,50,0,0,1,0,0,0,0,0,1,57,4,1,0,0,0,0,0,,,,12,5,6,1,8,4,0,6,10,35,3.37,140,53,9830.13,-1.3243189297858935,-1.887226892487764,-0.6916415451528967,-1.8274769429723223,,2,Limited Tournament Impact,0.2191108760602144,6.7,,-1.1999489273659476,0.042537452504916196
Nizar Alrashdan,JOR,MF,1.0,289.0,0,1,2,50,2,0,1,0.23,4.3,0,80,62,78,0,0,5,7,43,2,100,0,15,149,17,5,4,0,0,0,0,,,,63,7,41,15,36,27,0,12,42,204,6.62,407,103,31944.15,1.3470216558488772,1.3283066982435578,2.689182231077052,1.0931900755135973,,3,Complete Midfielders,1.0719020992451551,33.0,,1.5337093787689986,-0.09318576215839001
Nkosinathi Sibisi,RSA,DF,0.0,101.0,0,0,0,0,0,0,0,0.0,0.0,0,52,42,81,0,0,0,1,100,3,100,0,2,15,6,1,0,1,0,0,0,,,,16,0,2,14,4,12,0,0,12,108,1.39,101,38,9387.59,-1.3243189297858935,0.8070774802878246,-0.9715492451404144,-2.0429363486186025,,0,Balanced Contributors,0.3882810975637131,11.9,,-0.693220547608905,-0.45439488675522893
Noa Lang,NED,FW,0.0,17.0,0,0,0,0,0,0,0,0.0,0.0,0,13,11,85,1,0,1,2,100,0,0,0,2,6,1,0,1,0,0,0,0,,,,8,1,5,2,1,7,0,5,2,26,3.65,35,12,2122.19,-1.3243189297858935,-0.5445899714737615,-1.207188555619351,-2.4359012212416835,,2,Limited Tournament Impact,0.2368619307152843,7.3,,-1.1442229503486778,-0.14377498847706063
Noah Okafor,SUI,FW,0.0,25.0,0,0,1,0,1,0,0,0.18,0.0,0,9,7,78,0,0,1,2,0,0,0,0,1,11,3,0,0,0,0,0,0,,,,6,3,3,0,4,2,0,9,9,23,1.13,38,11,2914.43,-0.9084090614890916,-1.493967848794607,-1.2629687801759777,-2.610700936541635,,2,Limited Tournament Impact,0.1624304759849437,5.0,,-1.334952854750912,0.21143763211089717
Noah Sadiki,COD,MF,0.0,297.0,0,0,0,0,0,0,0,0.0,0.0,0,116,103,89,1,100,3,3,33,0,0,0,12,135,17,2,3,2,0,0,0,,,,148,9,96,43,109,39,0,20,47,242,6.86,420,141,33931.45,-1.3243189297858935,0.8450811623267641,2.175042112432919,3.215233800492588,,3,Complete Midfielders,1.0104805931555214,31.1,,1.1460432812150396,-1.023887331541609
Noni Madueke,ENG,FW,0.0,315.0,0,1,6,0,4,2,0,0.61,0.0,0,94,82,87,22,41,10,14,79,0,0,0,9,80,16,2,3,0,0,0,1,,,,175,80,75,20,38,137,17,68,40,277,4.88,335,147,30578.18,1.1089122309255817,3.4074111377197576,1.3170371154663776,5.460692757304418,,3,Complete Midfielders,1.344843208164421,41.3,,2.323915008732539,-0.6541051743045222
Noor Alrawabdeh,JOR,MF,0.0,309.0,1,0,1,0,0,1,0,0.03,0.0,0,111,84,76,0,0,4,10,40,5,80,0,20,182,22,1,0,0,0,0,0,,,,85,4,35,46,63,22,0,10,69,253,7.46,635,142,38422.0,-0.5879080239081,2.144984491442389,2.9861790200192706,2.448364452936839,,3,Complete Midfielders,1.1737123194605217,36.1,,1.689041097669578,-1.059068634569406
Nour Baniateyah,JOR,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,-1.2038479457474982,-1,Goalkeeper,0.0,0.0,0.0,-1.8491850714187297,0.31666064731001287
Noussair Mazraoui,MAR,DF,0.0,542.0,0,0,0,0,0,0,0,0.0,0.0,0,275,251,91,4,0,5,5,40,0,0,0,29,59,20,4,6,0,0,0,0,,,,36,7,12,17,15,21,3,7,44,560,5.3,396,146,48034.34,-1.3243189297858935,1.962640228275642,3.093188287589241,1.450031385786584,,3,Complete Midfielders,1.0848648391647135,33.4,,1.3705929020938779,-1.2586568039981374
Nuno Da Costa,CPV,MF,0.0,180.0,0,0,1,0,1,0,0,0.07,0.0,0,23,18,78,1,0,2,5,40,0,0,0,6,61,3,0,3,0,0,0,0,,,,49,32,16,1,32,17,4,31,33,71,5.99,185,86,18105.97,-0.9940189336367522,-0.6526774680135821,0.1188381253814191,0.4016849567907997,,0,Balanced Contributors,0.537843059730546,16.5,,-0.2300438055031724,-0.2662061034606849
Nuno Mendes,POR,DF,1.0,447.0,0,1,3,33,1,2,0,0.15,6.47,7,282,239,85,21,29,8,17,53,4,100,0,10,78,16,3,12,0,0,0,1,,,,115,39,53,23,36,79,9,56,85,630,5.23,382,160,39049.58,1.77974739864851,6.085995654767864,2.90569866587956,4.5089711519086855,,5,Elite All-Round Performers,1.6789949998020546,51.6,,3.3714690584659857,-1.0581501473627128
Obed Vargas,MEX,MF,0.0,85.0,0,1,1,0,0,1,0,0.02,0.0,0,22,20,91,0,0,2,3,33,0,0,0,3,20,2,1,0,0,0,0,0,,,,24,1,14,9,20,4,0,9,17,53,4.22,181,47,10044.8,-0.7583229335594888,-0.8310385427957135,-1.1001997716402052,-1.3611377090706218,,2,Limited Tournament Impact,0.3087087220710707,9.5,,-0.8900198955910448,0.06099698892779195
Odeh Fakhoury,JOR,FW,0.0,163.0,0,1,2,0,0,2,0,0.08,0.0,2,21,17,81,1,0,1,0,0,1,100,0,7,99,5,2,4,0,0,0,1,,,,84,48,33,3,49,35,3,9,19,53,7.01,275,98,18713.27,-0.2820847393428124,-0.5701078705467422,0.8974811529056143,0.9845028511061203,,0,Balanced Contributors,0.681349134958223,20.9,,0.24891794609494286,-0.12706083493532644
Odiljon Xamrobekov,UZB,MF,0.0,90.0,0,0,1,0,1,0,0,0.16,0.0,0,43,38,88,0,0,0,1,0,0,0,0,7,39,6,1,1,1,0,0,0,,,,29,2,14,13,25,4,0,10,22,93,4.55,161,39,10324.03,-0.9239744927886664,-1.3224338971383824,-0.2219659054240518,-1.1873835656321834,,2,Limited Tournament Impact,0.3615499804187182,11.1,,-0.7469457861552848,0.00022166200246272072
Odilon Kossounou,CIV,DF,0.0,316.0,0,0,0,0,0,0,0,0.0,0.0,0,149,141,95,0,0,0,1,100,0,0,0,2,15,6,0,1,0,0,0,0,,,,8,1,0,7,3,5,0,0,22,323,5.86,287,79,29901.79,-1.3243189297858935,0.4169212597086543,-0.7994927798271442,-0.6180567815980265,,0,Balanced Contributors,0.4584031573736651,14.1,,-0.4875702312772374,-0.45973811513508833
Oguz Aydin,TUR,FW,0.0,97.0,0,0,0,0,0,0,0,0.0,0.0,0,46,39,85,3,0,0,3,67,0,0,0,3,24,9,0,2,0,0,0,0,,,,15,10,4,1,6,9,2,15,27,94,2.13,103,55,10321.84,-1.3243189297858935,-0.4447033376662104,-0.2806108880909082,-1.4417444664233392,,0,Balanced Contributors,0.3945259476163885,12.1,,-0.6776185687175043,-0.30369047561026485
Oh Hyeongyu,KOR,FW,1.0,145.0,0,2,4,25,4,0,2,0.6,1.67,0,22,15,68,1,0,1,2,50,0,0,0,4,51,5,0,1,0,0,0,0,,,,65,35,27,3,52,13,3,22,26,62,6.26,158,64,15016.21,2.1613657493608023,-1.0285421082754418,-0.3375319577993976,0.3094590245801532,,0,Balanced Contributors,0.5729067130393848,17.6,,0.1123138543827589,1.0190308192473696
Oliver Baumann,GER,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,-1.2038479457474982,-1,Goalkeeper,0.0,0.0,0.0,-1.8491850714187297,0.31666064731001287
Ollie Watkins,ENG,FW,0.0,12.0,0,0,0,0,0,0,0,0.0,0.0,0,1,1,100,1,0,1,1,100,0,0,0,0,4,1,0,0,0,0,0,0,,,,5,4,1,0,4,1,1,1,2,4,1.27,26,9,1546.81,-1.3243189297858935,-0.6025894026775299,-1.5260388157850056,-2.7733087274883577,,2,Limited Tournament Impact,0.1810452844003402,5.6,,-1.3094683429625986,-0.08426623805437637
Olwethu Makhanya,RSA,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,,2,Limited Tournament Impact,0.0,0.0,,-1.8491850714187297,0.31666064731001287
Omar Alderete,PAR,DF,0.0,363.0,0,0,1,0,0,1,0,0.01,0.0,0,97,70,72,0,0,1,3,33,2,50,0,6,9,3,2,3,0,0,0,0,,,,18,2,2,14,6,12,0,1,17,216,4.35,271,94,33031.77,-1.0117652193910067,0.2104439976204348,-0.4573831450475684,-0.6301847399892977,,0,Balanced Contributors,0.4868676349098422,15.0,,-0.3798502011067867,-0.33816271769243705
Omar Marmoush,EGY,FW,0.0,369.0,0,1,11,0,8,3,0,0.91,0.0,3,77,65,84,5,0,6,12,75,3,100,0,27,109,11,3,8,0,0,0,0,,,,166,73,79,14,93,73,5,58,84,218,5.73,321,165,35476.36,2.9376049999261,2.662087284817704,3.3123913854615967,4.72623674699981,,5,Elite All-Round Performers,1.5078914463350808,46.4,,2.9453790811119274,-0.003680078726148052
Omar Rekik,TUN,DF,1.0,200.0,0,1,1,100,1,0,1,0.11,8.73,0,93,77,83,2,0,0,4,25,1,100,0,5,17,5,0,1,0,0,0,1,,,,25,0,9,16,2,23,0,7,22,205,4.08,199,66,20477.26,1.9427429397509632,0.5117222176627003,-0.6519763000850236,-0.8373962327213388,,0,Balanced Contributors,0.5864386838692958,18.0,,0.13992730266846884,0.717268147043188
Orbelin Pineda,MEX,MF,0.0,45.0,0,0,1,0,1,0,0,0.09,0.0,0,5,5,100,0,0,1,1,0,0,0,0,3,33,1,0,2,0,0,0,0,,,,19,7,9,3,14,5,0,6,11,20,3.0,87,32,5754.74,-0.9784535023371776,-1.427643250544386,-0.6736245576653943,-1.9680307471133016,,2,Limited Tournament Impact,0.2609850429421002,8.0,,-1.0486030793422882,0.08295004039278822
Orjan Nyland,NOR,GK,0.0,554.0,0,0,0,0,0,0,0,0.0,0.0,0,204,138,68,0,0,0,6,0,2,50,0,0,0,0,0,0,0,0,0,0,17.0,107.0,93.0,39,0,0,39,25,14,0,0,2,370,2.97,60,6,32935.89,-1.3243189297858935,0.8113447294115239,-1.631956563153904,-1.0290017108185423,3.555078650268711,-1,Goalkeeper,0.3826337847653691,11.8,70.1,-0.711089068564581,-0.4343752315220368
Orkun Kokcu,TUR,MF,0.0,172.0,1,0,3,0,2,1,0,0.56,0.0,2,85,60,71,6,0,2,4,25,0,0,0,7,37,9,2,4,0,0,0,0,,,,105,20,48,37,73,32,2,23,41,204,6.6,207,67,19220.02,0.5009887843047413,-0.188615540738813,0.4568202367377267,1.522562442717461,,0,Balanced Contributors,0.7274128347766406,22.4,,0.444900152074961,0.10523434651655506
Orlando Gill,PAR,GK,0.0,554.0,0,0,0,0,0,0,0,0.0,0.0,0,159,68,43,0,0,0,10,0,1,100,0,1,0,0,0,3,0,0,0,0,28.0,141.0,124.0,16,0,0,16,12,4,0,0,7,238,3.4,49,5,31439.42,-1.3243189297858935,0.6217522350937151,-1.053471448065382,-1.5958931550306643,5.589735797970806,-1,Goalkeeper,0.3919415436705365,12.0,100.0,-0.6831966604296597,-0.4297101373849953
Orlando Mosquera,PAN,GK,0.0,303.0,0,0,0,0,0,0,0,0.0,0.0,0,103,74,72,0,0,0,2,0,2,100,0,0,0,0,0,0,0,0,0,0,9.0,48.0,42.0,27,0,0,27,20,7,0,0,2,185,2.98,31,11,15112.23,-1.3243189297858935,0.1636873836297568,-1.631956563153904,-1.8134873358217007,1.057880480454347,-1,Goalkeeper,0.2863437773979457,8.8,33.3,-0.9969131850661894,-0.2697236296381149
Oscar Bobb,NOR,MF,0.0,279.0,0,3,4,0,4,0,0,0.62,0.0,0,111,102,92,2,0,6,5,20,0,0,0,12,113,17,1,4,0,0,0,0,,,,130,31,89,10,54,76,5,73,64,264,6.43,334,136,29207.95,0.9984720974486322,0.4710136426034458,2.1033126556416173,3.873073558446001,,3,Complete Midfielders,1.0973599762898585,33.7,,1.5781703781708052,-0.118644282749826
Oston Urunov,UZB,MF,0.0,75.0,0,0,0,0,0,0,0,0.0,0.0,0,10,8,80,0,0,1,2,50,0,0,0,4,41,1,0,0,0,0,0,0,,,,25,16,7,2,15,10,0,9,8,27,4.52,92,35,8454.44,-1.3243189297858935,-1.0690710994776056,-0.8667723429233785,-1.594285967006297,,2,Limited Tournament Impact,0.2790475208782299,8.6,,-1.0210058870268646,-0.11285913854460917
Oswin Appollis,RSA,FW,0.0,287.0,0,1,4,0,0,4,0,0.15,0.0,7,99,82,83,7,14,5,3,33,1,100,0,12,115,9,1,2,0,0,0,0,,,,209,85,102,22,102,107,2,46,83,231,6.39,405,182,30714.27,0.6938635236280303,1.4204272392789503,1.288617807498227,5.500822679266,,3,Complete Midfielders,1.1747853868087743,36.1,,1.7845882722081197,-0.4107895457649314
Otabek Shukurov,UZB,MF,0.0,268.0,0,0,2,0,0,2,0,0.08,0.0,0,117,103,88,1,0,2,3,33,3,100,0,5,96,12,2,5,0,0,0,0,,,,115,2,59,54,80,35,0,8,56,252,6.72,378,85,29888.17,-0.6525152150973965,1.2845016861858924,1.3428138849018534,2.085167486718027,,3,Complete Midfielders,0.9205775794120272,28.3,,0.9323696305307131,-0.7275966443629583
Oumar Diakite,CIV,FW,0.0,40.0,0,0,0,0,0,0,0,0.0,0.0,0,19,17,89,1,0,3,3,33,0,0,0,3,11,1,0,0,0,0,0,0,,,,9,3,5,1,5,4,2,12,14,46,3.24,46,22,4173.12,-1.3243189297858935,-0.717679661351593,-1.2615234103965065,-2.0100153672801686,,2,Limited Tournament Impact,0.2429646783968656,7.5,,-1.126911191442519,-0.12336490570554097
Ousmane Dembele,FRA,FW,5.0,595.0,2,8,18,28,11,7,1,1.6,3.13,17,268,214,80,35,17,9,26,62,6,83,0,27,238,13,0,3,0,0,0,2,,,,181,62,81,38,71,110,11,157,145,668,6.27,750,248,62299.01,12.246201263302174,7.840010757023574,4.004767125208187,9.20183923422915,,4,Tournament Superstars,2.579854849001825,79.3,,6.833383572632464,2.113131266708421
