Player,Country,Position,Goals,Minutes Played,Assists,Attempts On Target,Attempts At Goal,Attempts At Goal Conv. Rate (%),Attempts Inside the Penalty Area,Attempts Outside the Penalty Area,Headed Attempts at Goal,xG,xG Efficiency,Corners,Passes,Passes Completed,Passing Accuracy (%),Crosses,Crossing Accuracy (%),Take-Ons Completed,Defensive Linebreaks Attempted,Defensive Linebreaks Acc (%),Switches of Play Attempted,Switches of Play Acc (%),Own Goals,Forced Turnovers,Defensive Pressures Applied,Defensive Pressures Directly Applied,Fouls Against,Fouls For,Yellow Cards,Red Cards,Indirect Red Cards,Offsides,Goalkeeper Saves,Goalkeeper Actions Inside the Penalty Area,Goalkeeper Actions Outside the Penalty Area,Offers To Receive,Offers In Behind,Offers In Between,Offers In Front,Offers Inside Team Shape,Offers Outside Team Shape,Receptions In Behind,Receptions Between Midfield And Defensive Line,Receptions Under Pressure,Player Involvements,Average Speed (km/h),High Speed Running,Sprints,Total Distance (m),PC1,PC2
Pico Lopes,CPV,DF,0.0,445.0,0,0,2,0,2,0,2,0.29,0.0,0,182,153,84,0,0,0,7,14,5,60,0,6,36,9,0,3,0,0,0,0,,,,66,2,6,58,24,42,0,3,38,384,5.66,366,99,41751.06,-0.05663941704694995,-0.49401287335689803
Piero Hincapie,ECU,DF,0.0,376.0,0,0,3,0,3,0,3,0.4,0.0,1,189,160,85,15,13,2,13,31,0,0,0,11,80,29,5,4,1,1,0,0,,,,111,39,35,37,30,81,7,33,57,419,6.35,420,192,39830.97,0.6123462873346929,-0.7454528627814976
Prince Adu,GHA,FW,0.0,62.0,0,0,1,0,1,0,0,0.25,0.0,0,5,4,80,0,0,0,0,0,0,0,0,0,25,4,4,0,0,0,0,0,,,,17,10,7,0,12,5,1,8,9,17,4.51,70,31,6266.52,-0.8539300519405804,-0.19664741782048586
Promise David,CAN,FW,1.0,105.0,1,3,5,20,3,2,1,0.75,1.34,0,16,8,50,0,0,0,1,0,1,100,0,6,23,1,4,2,0,0,0,0,,,,22,15,7,0,18,4,2,18,18,46,4.43,79,41,9794.61,2.9332702748899635,0.3038034429621869
Quinten Timber,NED,MF,0.0,68.0,0,0,0,0,0,0,0,0.0,0.0,0,12,10,83,2,50,0,2,50,0,0,0,5,27,7,0,2,0,0,0,0,,,,19,7,6,6,8,11,1,5,14,32,3.41,96,29,7777.13,-1.3243189297858935,-0.023297763363791982
Raed Chikhaoui,TUN,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Rafael Leao,POR,FW,1.0,203.0,1,1,4,25,3,1,0,0.33,3.07,3,82,71,87,8,50,12,8,63,2,50,0,5,35,4,1,2,0,0,0,0,,,,76,20,48,8,10,66,4,43,63,205,5.73,188,75,18513.49,1.9530487068185405,1.4685085358277783
Rafik Belghali,ALG,DF,1.0,362.0,0,1,3,33,2,1,0,0.28,3.6,0,183,168,92,5,40,3,3,67,0,0,0,10,64,10,4,2,0,0,0,0,,,,97,54,27,16,42,55,7,31,83,406,6.27,480,170,38083.65,1.1827706888057732,2.3696487738863814
Rajaei Ayed,JOR,MF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Ramin Rezaeian,IRN,DF,2.0,309.0,1,2,4,50,4,0,0,0.97,2.06,7,98,68,69,17,29,1,12,50,0,0,0,9,82,10,2,3,0,0,0,1,,,,151,29,67,55,19,132,3,19,43,223,6.79,458,170,34994.84,3.6340621536371436,2.158305469707367
Ramiz Zerrouki,ALG,MF,0.0,126.0,0,0,0,0,0,0,0,0.0,0.0,0,105,97,92,0,0,0,2,100,5,100,0,4,23,5,4,0,1,0,0,0,,,,56,8,12,36,39,17,1,4,37,226,5.59,201,54,15442.6,-1.3243189297858935,-0.023297763363791982
Ramon Sosa,PAR,MF,0.0,19.0,0,0,0,0,0,0,0,0.0,0.0,0,3,3,100,0,0,0,0,0,0,0,0,0,12,1,0,1,0,0,0,0,,,,5,1,3,1,4,1,0,0,0,9,1.41,36,16,2289.64,-1.3243189297858935,-0.023297763363791982
Ramy Bensebaini,ALG,DF,0.0,403.0,0,0,2,0,1,1,1,0.04,0.0,0,385,359,93,0,0,1,8,38,1,100,0,7,36,11,1,5,0,0,0,0,,,,76,1,1,74,37,39,0,1,69,814,5.3,301,122,35700.14,-0.46742669299408934,-0.38736745608841294
Ramy Rabia,EGY,DF,0.0,431.0,0,1,1,0,1,0,1,0.1,0.0,0,244,224,92,0,0,0,2,50,8,50,0,12,31,11,3,2,0,0,0,0,,,,85,4,4,77,48,37,1,1,23,525,5.82,435,128,40932.16,-0.4798418236587338,-0.292910689288817
Rani Khedira,TUN,MF,0.0,162.0,0,0,1,0,0,1,0,0.06,0.0,0,30,25,83,1,0,0,2,50,0,0,0,6,49,10,3,0,1,0,0,0,,,,35,11,17,7,31,4,1,5,19,74,7.49,218,49,18577.38,-0.9728516411420702,-0.19018466415232135
Raphinha,BRA,FW,0.0,143.0,0,2,3,0,1,2,0,0.34,0.0,7,44,30,68,10,30,2,4,25,0,0,0,10,59,7,1,2,0,0,0,2,,,,86,39,41,6,40,46,5,28,37,120,2.6,189,108,15809.52,0.7536736882661517,-0.7820744733625776
Raul Jimenez,MEX,FW,3.0,348.0,0,7,18,17,13,5,7,3.0,1.0,0,66,48,73,1,0,1,8,63,0,0,0,27,87,10,7,2,0,0,0,2,,,,149,73,72,4,107,42,6,75,74,190,4.43,295,141,32083.35,11.329287581254574,-2.032085540454963
Raul Rangel,MEX,GK,0.0,494.0,0,0,0,0,0,0,0,0.0,0.0,0,155,120,77,0,0,0,4,0,1,100,0,0,0,0,1,0,0,0,0,0,8.0,57.0,46.0,62,1,0,61,42,20,0,0,7,317,3.14,71,12,25833.63,-1.3243189297858935,-0.023297763363791982
Rayan,BRA,FW,0.0,327.0,1,2,5,0,3,2,1,0.76,0.0,1,99,93,94,10,20,5,5,100,1,100,0,15,112,10,5,4,0,0,0,1,,,,54,33,19,2,23,31,7,75,76,245,4.95,395,135,33427.25,1.911338159070177,-1.2400353436280998
Rayan Ait Nouri,ALG,DF,0.0,315.0,0,0,1,0,1,0,0,0.02,0.0,0,211,190,90,9,0,12,7,57,0,0,0,12,70,25,6,4,0,0,0,0,,,,129,42,52,35,39,90,4,51,83,451,5.89,355,157,32073.2,-1.032932511885689,-0.14343411173620638
Rayan Cherki,FRA,MF,0.0,119.0,0,0,0,0,0,0,0,0.0,0.0,1,76,64,84,2,0,1,7,43,1,100,0,10,76,10,2,1,0,0,0,0,,,,47,5,30,12,34,13,2,21,45,166,6.49,230,83,15003.77,-1.261933476999467,-0.047477874804663825
Rayan Elloumi,TUN,FW,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Rebin Sulaka,IRQ,DF,0.0,41.0,0,0,1,0,1,0,0,0.07,0.0,0,29,23,79,0,0,0,0,0,3,33,0,2,1,1,1,0,0,1,0,0,,,,7,0,0,7,2,5,0,1,4,65,3.63,41,15,4423.46,-0.9940189336367522,-0.155002221754528
Redouane Halhal,MAR,DF,0.0,208.0,0,0,0,0,0,0,0,0.0,0.0,0,119,113,95,0,0,0,0,0,1,100,0,4,12,9,3,5,1,0,0,1,,,,13,0,0,13,1,12,0,0,37,260,1.86,154,62,19377.5,-1.3243189297858935,-0.023297763363791982
Reece James,ENG,DF,0.0,352.0,0,0,1,0,0,1,0,0.04,0.0,0,184,169,92,11,27,2,8,38,3,33,0,5,46,18,2,0,0,0,0,0,,,,139,21,44,74,57,82,3,17,28,325,2.99,239,96,26574.9,-0.9884170724416449,-0.18555742014499269
Relebohile Mofokeng,RSA,FW,0.0,184.0,0,1,3,0,0,3,0,0.12,0.0,1,54,44,81,2,0,0,6,50,2,100,0,18,107,13,3,2,0,0,0,0,,,,56,18,34,4,37,19,3,34,22,130,5.73,341,100,23444.92,-0.00856833478499062,-0.5789235150932275
Remo Freuler,SUI,MF,0.0,654.0,0,1,2,0,1,1,0,0.07,0.0,0,324,299,92,5,20,0,7,71,2,0,0,27,193,31,8,3,0,0,0,1,,,,328,43,138,147,228,100,3,34,105,694,6.79,1001,213,73750.57,-0.44358836870992235,-0.35267406046603295
Renato Veiga,POR,DF,0.0,518.0,0,0,2,0,2,0,2,0.28,0.0,0,336,320,95,0,0,1,4,50,1,100,0,9,45,11,5,3,2,0,0,0,,,,45,2,0,43,15,30,0,3,34,713,5.77,498,145,49867.82,-0.06442213269673724,-0.49169925135323367
Ricardo Ade,HAI,DF,0.0,306.0,0,1,4,0,2,2,2,0.17,0.0,0,136,121,89,0,0,0,5,40,1,100,0,3,24,5,6,4,0,0,0,0,,,,13,1,0,12,10,3,0,2,22,293,5.64,310,95,28826.94,0.7051695548275312,-0.8169264167909744
Ricardo Goss,RSA,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Ricardo Pepi,USA,FW,0.0,247.0,0,0,5,0,5,0,2,0.38,0.0,0,38,33,87,1,0,4,1,100,0,0,0,18,84,15,5,2,0,0,0,2,,,,129,69,53,7,104,25,2,40,42,103,7.21,366,148,27870.91,0.8408679836030253,-0.8613627844851341
Ricardo Rodriguez,SUI,DF,0.0,567.0,1,0,1,0,0,1,0,0.02,0.0,4,295,243,82,17,18,1,24,33,4,50,0,24,60,16,11,2,0,0,0,0,,,,108,42,39,27,18,90,4,44,82,603,5.83,541,200,55242.44,-0.34614892841218076,-0.466200896349497
Richard Rios,COL,MF,0.0,175.0,0,1,5,0,2,3,1,0.37,0.0,0,56,47,84,2,0,3,1,100,1,100,0,4,55,24,10,4,1,0,0,0,,,,64,17,31,16,38,26,2,14,20,130,6.79,290,111,19796.25,0.9204254697214511,-0.9299030940524697
Richie Laryea,CAN,DF,0.0,475.0,0,1,2,0,1,1,0,0.34,0.0,0,202,167,83,4,25,2,15,60,1,100,0,22,79,28,8,13,1,0,0,1,,,,110,42,39,29,48,62,6,28,76,428,5.81,464,231,46053.79,-0.2334550461656646,-0.41514185456496977
Riechedly Bazoer,CUW,DF,0.0,100.0,0,0,0,0,0,0,0,0.0,0.0,0,36,31,86,0,0,0,0,0,1,100,0,1,11,3,2,0,0,0,0,0,,,,18,0,3,15,9,9,0,1,4,71,1.69,60,15,8506.82,-1.3243189297858935,-0.023297763363791982
Ritsu Doan,JPN,MF,0.0,295.0,1,0,1,0,0,1,0,0.02,0.0,1,105,89,85,5,0,1,5,80,0,0,0,9,114,19,6,5,0,0,0,0,,,,97,42,41,14,45,52,2,44,65,222,6.63,346,152,32576.29,-0.5333052867714606,-0.3936605620268815
Riyad Mahrez,ALG,FW,2.0,288.0,1,3,6,33,4,2,0,1.49,1.34,5,147,127,86,9,33,0,9,67,6,100,0,22,102,13,1,7,0,0,0,1,,,,161,83,59,19,62,99,4,51,73,325,6.48,382,130,31107.72,4.5048076385465095,0.788168457580045
Roberto Alvarado,MEX,FW,0.0,476.0,3,0,5,0,2,3,0,0.28,0.0,14,201,163,81,34,32,7,17,47,1,100,0,6,75,13,3,5,0,0,0,1,,,,198,57,100,41,74,124,3,82,102,477,6.34,567,185,50296.79,2.4578236974046783,-1.6822852780134376
Robin Hranac,CZE,DF,0.0,301.0,0,0,0,0,0,0,0,0.0,0.0,0,116,104,90,1,0,0,2,0,0,0,0,15,37,15,6,0,0,0,0,0,,,,11,2,1,8,6,5,0,1,13,249,5.86,311,94,29418.45,-1.3243189297858935,-0.023297763363791982
Robin Risser,FRA,GK,0.0,,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Robin Roefs,NED,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Roderick Miller,PAN,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Rodri,ESP,MF,0.0,708.0,0,0,6,0,2,4,1,0.2,0.0,0,694,648,93,3,0,1,16,94,5,80,0,40,100,34,9,6,0,0,0,1,,,,389,5,115,269,277,112,2,39,232,1459,7.09,1133,278,83802.33,0.8472307282384349,-0.9989100188117581
Rodrigo Aguirre,URU,FW,0.0,8.0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,1,1,0,1,1,0,1,1,2,2.15,12,4,898.68,-1.3243189297858935,-0.023297763363791982
Rodrigo Bentancur,URU,MF,0.0,313.0,0,0,4,0,3,1,3,0.32,0.0,0,174,157,90,3,0,4,2,50,0,0,0,9,82,15,7,5,1,0,0,0,,,,140,23,57,60,111,29,1,24,82,396,6.44,352,145,33644.76,0.7924701040950666,-0.8557689440778545
Rodrigo De Paul,ARG,MF,0.0,466.0,1,1,2,0,0,2,0,0.06,0.0,1,298,274,92,12,42,2,9,67,1,100,0,7,130,16,2,4,0,0,0,1,,,,284,29,144,111,118,166,3,34,89,590,4.97,430,219,43341.18,0.04825614075451852,-0.6005868887530438
Rodrigo Zalazar,URU,MF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Roger Ibanez,BRA,DF,0.0,49.0,0,0,0,0,0,0,0,0.0,0.0,0,22,22,100,0,0,2,1,100,0,0,0,0,10,1,2,1,1,0,0,0,,,,6,4,2,0,3,3,0,2,3,42,1.24,65,30,5075.62,-1.3243189297858935,-0.023297763363791982
Romano Schmid,AUT,MF,1.0,283.0,0,1,2,50,0,2,0,0.12,8.48,0,91,65,71,4,50,1,5,40,1,100,0,14,142,18,3,4,0,0,0,0,,,,131,45,71,15,81,50,6,46,76,220,6.71,439,161,31408.46,1.4127716869262816,4.891949712158802
Romelu Lukaku,BEL,FW,3.0,279.0,1,3,6,50,6,0,2,0.77,3.91,0,42,32,76,0,0,1,3,67,0,0,0,5,56,1,2,0,1,0,0,1,,,,129,85,41,3,107,22,1,53,43,110,5.47,227,79,23691.79,4.974685674427965,2.8490403370956785
Ronald Araujo,URU,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Ronwen Williams,RSA,GK,0.0,402.0,0,0,0,0,0,0,0,0.0,0.0,0,237,179,76,0,0,0,7,29,3,67,0,0,0,0,0,0,0,0,0,0,14.0,72.0,59.0,60,0,0,60,42,18,0,0,8,443,3.09,36,7,20708.63,-1.3243189297858935,-0.023297763363791982
Roozbeh Cheshmi,IRN,MF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Roshon Van Eijma,CUW,DF,0.0,20.0,0,0,0,0,0,0,0,0.0,0.0,0,1,1,100,0,0,0,0,0,0,0,0,1,5,3,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,2,1.82,18,5,1852.02,-1.3243189297858935,-0.023297763363791982
Ross Stewart,SCO,FW,0.0,7.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,,,,2,1,1,0,1,1,0,0,0,0,3.1,22,7,1157.14,-1.3243189297858935,-0.023297763363791982
Ruben Dias,POR,DF,0.0,418.0,0,0,0,0,0,0,0,0.0,0.0,0,249,233,94,0,0,1,6,33,1,100,0,12,27,6,6,3,1,0,0,0,,,,31,0,1,30,19,12,0,1,36,510,5.0,429,110,43585.96,-1.3243189297858935,-0.023297763363791982
Ruben Neves,POR,MF,0.0,76.0,0,0,2,0,0,2,0,0.03,0.0,0,29,27,93,0,0,0,2,50,0,0,0,3,37,0,0,0,0,0,0,0,,,,33,4,14,15,17,16,0,2,9,63,2.9,123,36,9241.31,-0.6914287933463331,-0.33624896690787176
Ruben Providence,HAI,FW,0.0,237.0,0,1,4,0,4,0,0,0.19,0.0,1,48,42,88,7,29,4,3,67,0,0,0,7,100,9,3,4,0,0,0,0,,,,100,31,61,8,44,56,4,27,47,144,6.09,312,115,24005.38,0.23488163693074224,-0.5981397802795907
Ruben Vargas,SUI,FW,2.0,314.0,1,4,6,33,4,2,0,1.31,1.53,11,88,65,74,24,25,7,16,44,0,0,0,14,94,19,6,6,0,0,0,2,,,,93,63,26,4,37,56,7,75,44,237,6.22,373,170,31605.36,5.000083283740768,0.7067379573521662
Rui Silva,POR,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Rustam Ashurmatov,UZB,DF,0.0,288.0,0,0,0,0,0,0,0,0.0,0.0,0,123,101,82,0,0,0,4,0,1,100,0,17,32,9,1,0,0,0,0,0,,,,21,0,0,21,2,19,0,0,22,243,5.62,288,80,27011.42,-1.3243189297858935,-0.023297763363791982
Ryan Christie,SCO,MF,0.0,114.0,0,0,2,0,1,1,0,0.15,0.0,0,35,29,83,1,100,0,1,100,0,0,0,3,52,8,2,1,1,0,0,0,,,,32,0,21,11,16,16,0,15,24,90,7.62,208,53,14260.28,-0.6269862136933546,-0.326516366550386
Ryan Gravenberch,NED,MF,0.0,374.0,2,0,5,0,2,3,0,0.25,0.0,0,126,111,88,5,20,5,3,67,0,0,0,11,54,15,5,3,0,0,0,0,,,,130,29,62,39,89,41,3,32,87,308,5.99,443,129,37432.87,1.1527874472620114,-1.1482725773818931
Ryan Mendes,CPV,FW,0.0,366.0,1,0,6,0,3,3,0,0.07,0.0,0,82,70,85,5,0,6,4,50,1,100,0,24,102,14,1,2,0,0,0,2,,,,151,52,84,15,50,101,0,35,51,211,6.2,468,170,37830.2,0.8802277879831369,-1.0335862112326755
Ryan Thomas,NZL,MF,0.0,103.0,0,0,0,0,0,0,0,0.0,0.0,0,25,18,72,1,0,0,2,0,0,0,0,2,50,7,3,3,0,0,0,0,,,,22,6,12,4,15,7,1,15,22,62,7.4,216,78,13002.61,-1.3243189297858935,-0.023297763363791982
Sabri Ben Hessen,TUN,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Sadio Mane,SEN,FW,0.0,421.0,1,3,6,0,4,2,0,0.58,0.0,1,129,106,82,22,27,10,14,71,2,100,0,14,129,16,4,10,0,0,0,3,,,,164,85,65,14,84,80,18,86,103,350,6.02,435,204,42224.81,2.0475604413094404,-1.2722649902938548
Saed Alrosan,JOR,DF,0.0,22.0,0,0,0,0,0,0,0,0.0,0.0,0,13,12,92,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,,,,4,0,1,3,1,3,0,0,2,28,2.24,36,12,2425.08,-1.3243189297858935,-0.023297763363791982
Saeid Ezatolahi,IRN,MF,0.0,298.0,0,2,6,0,2,4,2,0.49,0.0,0,99,78,79,0,0,1,4,50,0,0,0,22,96,22,7,4,2,0,0,0,,,,60,1,22,37,50,10,0,6,40,227,6.6,406,65,32836.4,1.8094180152926547,-1.2416393283862814
Salah Zakaria,QAT,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Saleem Obaid,JOR,DF,0.0,43.0,0,0,0,0,0,0,0,0.0,0.0,0,18,12,67,0,0,0,0,0,0,0,0,2,6,3,1,0,0,0,0,0,,,,2,0,0,2,0,2,0,0,5,36,6.56,43,19,4204.95,-1.3243189297858935,-0.023297763363791982
Saleh Alshehri,KSA,FW,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Saleh Hardani,IRN,DF,0.0,107.0,0,0,0,0,0,0,0,0.0,0.0,0,29,21,72,1,0,0,0,0,0,0,0,5,46,6,0,2,0,0,0,0,,,,17,3,4,10,1,16,0,3,12,70,3.78,105,37,10101.64,-1.3243189297858935,-0.023297763363791982
Salem Aldawsari,KSA,FW,0.0,276.0,0,1,3,0,1,2,0,0.08,0.0,0,81,58,72,2,0,7,4,75,1,100,0,15,120,15,3,4,1,0,0,1,,,,104,61,33,10,50,54,3,50,64,193,6.36,400,160,29452.07,-0.13103465831503597,-0.5079928512362407
Salih Ozcan,TUR,MF,0.0,120.0,0,0,0,0,0,0,0,0.0,0.0,0,61,52,85,1,0,0,3,33,2,100,0,5,33,12,2,2,0,0,0,0,,,,27,1,6,20,23,4,0,1,30,133,4.65,168,60,13200.62,-1.3243189297858935,-0.023297763363791982
Saman Ghoddos,IRN,MF,0.0,228.0,0,0,4,0,2,2,0,0.16,0.0,0,64,45,70,1,100,3,6,50,2,100,0,9,102,18,3,0,0,0,0,1,,,,41,7,15,19,30,11,1,20,38,162,6.9,338,99,26206.79,-0.03861151669783826,-0.5973442616856796
Samed Bazdar,BIH,FW,0.0,35.0,0,0,0,0,0,0,0,0.0,0.0,0,5,2,40,0,0,1,3,0,0,0,0,2,6,2,1,1,0,0,0,0,,,,3,1,2,0,2,1,0,8,8,17,1.57,28,13,3649.89,-1.3243189297858935,-0.023297763363791982
Samet Akaydin,TUR,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Samir Chergui,ALG,DF,0.0,25.0,0,0,0,0,0,0,0,0.0,0.0,0,24,23,96,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,,,,13,1,2,10,2,11,0,3,2,47,1.52,20,6,2625.06,-1.3243189297858935,-0.023297763363791982
Samir El Mourabet,MAR,MF,0.0,121.0,0,0,0,0,0,0,0,0.0,0.0,1,110,100,91,1,0,1,4,50,1,100,0,6,33,5,0,1,0,0,0,0,,,,50,10,21,19,34,16,0,13,35,231,6.31,216,85,14604.02,-1.261933476999467,-0.047477874804663825
Samu Costa,POR,DF,0.0,26.0,0,0,0,0,0,0,0,0.0,0.0,0,11,11,100,0,0,0,0,0,0,0,0,2,10,1,0,0,0,0,0,0,,,,3,0,2,1,3,0,0,1,1,23,1.32,33,7,2859.94,-1.3243189297858935,-0.023297763363791982
Samuel Moutoussamy,COD,MF,0.0,360.0,0,0,3,0,0,3,0,0.13,0.0,0,147,122,83,1,100,0,6,17,4,100,0,39,114,31,8,1,1,0,0,0,,,,146,8,79,59,109,37,1,14,62,320,7.17,613,169,42992.72,-0.3088306421033606,-0.5123903557110584
Samukele Kabini,RSA,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Sander Berge,NOR,MF,0.0,554.0,0,0,0,0,0,0,0,0.0,0.0,0,425,412,97,2,0,1,4,75,2,100,0,9,101,17,6,2,0,0,0,0,,,,167,2,48,117,122,45,1,27,116,891,5.69,770,192,63083.25,-1.3243189297858935,-0.023297763363791982
Sander Tangvik,NOR,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Santiago Arias,COL,DF,0.0,89.0,0,0,0,0,0,0,0,0.0,0.0,0,43,37,86,5,80,0,1,100,0,0,0,5,12,1,1,0,0,0,0,0,,,,28,17,7,4,5,23,4,9,16,95,1.21,80,50,9047.2,-1.3243189297858935,-0.023297763363791982
Santiago Bueno,URU,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Santiago Gimenez,MEX,FW,0.0,117.0,0,1,2,0,2,0,0,0.34,0.0,0,13,7,54,0,0,0,0,0,0,0,0,3,27,3,1,3,0,0,0,0,,,,52,36,16,0,34,18,3,19,19,41,4.86,140,40,11184.38,-0.2624050543101339,-0.3776457901635122
Santiago Mele,URU,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-0.023297763363791982
Sarpreet Singh,NZL,MF,0.0,227.0,0,2,4,0,2,2,0,0.22,0.0,0,76,58,76,7,0,3,6,17,2,100,0,10,104,7,2,2,1,0,0,0,,,,139,39,77,23,65,74,1,54,63,196,7.24,381,118,27406.52,0.4994039175643474,-0.7005593335975886
Sasa Kalajdzic,AUT,FW,1.0,88.0,0,1,3,33,2,1,2,0.39,2.58,0,24,16,67,1,0,1,2,0,1,0,0,8,40,2,2,2,0,0,0,0,,,,17,9,8,0,13,4,0,28,17,61,4.82,137,62,9643.92,1.6760873214370666,1.8136756205721247
Saud Abdulhamid,KSA,DF,0.0,300.0,0,0,2,0,0,2,0,0.11,0.0,0,113,88,78,4,25,2,3,67,1,0,0,11,76,18,4,2,1,0,0,0,,,,44,25,12,7,12,32,9,15,50,241,5.93,324,150,29778.02,-0.6291670681480345,-0.3547579429371864
Scott Mckenna,SCO,DF,0.0,102.0,0,0,0,0,0,0,0,0.0,0.0,0,52,49,94,0,0,0,1,0,1,100,0,3,3,3,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,1,4,105,1.87,63,17,9598.73,-1.3243189297858935,-0.023297763363791982
