Player,Country,Position,Goals,Minutes Played,Assists,Attempts On Target,Attempts At Goal,Attempts At Goal Conv. Rate (%),Attempts Inside the Penalty Area,Attempts Outside the Penalty Area,Headed Attempts at Goal,xG,xG Efficiency,Corners,Passes,Passes Completed,Passing Accuracy (%),Crosses,Crossing Accuracy (%),Take-Ons Completed,Defensive Linebreaks Attempted,Defensive Linebreaks Acc (%),Switches of Play Attempted,Switches of Play Acc (%),Own Goals,Forced Turnovers,Defensive Pressures Applied,Defensive Pressures Directly Applied,Fouls Against,Fouls For,Yellow Cards,Red Cards,Indirect Red Cards,Offsides,Goalkeeper Saves,Goalkeeper Actions Inside the Penalty Area,Goalkeeper Actions Outside the Penalty Area,Offers To Receive,Offers In Behind,Offers In Between,Offers In Front,Offers Inside Team Shape,Offers Outside Team Shape,Receptions In Behind,Receptions Between Midfield And Defensive Line,Receptions Under Pressure,Player Involvements,Average Speed (km/h),High Speed Running,Sprints,Total Distance (m),Attacking Impact Score,Passing Impact Score,Defensive Impact Score,Movement Impact Score,Goalkeeping Impact Score
Ali Nemati,IRN,DF,0.0,309.0,0,0,1,0,1,0,0,0.06,0.0,0,129,114,88,3,33,0,3,0,2,100,0,5,24,10,3,0,1,0,0,1,,,,28,3,1,24,12,16,1,4,22,265,6.14,369,108,31613.92,-1.0018016492865396,1.0976934596921135,-0.43849934616104846,0.13131644159544226,
Ali Olwan,JOR,FW,1.0,297.0,0,3,6,17,4,2,1,0.25,3.93,0,48,36,75,8,38,6,4,50,1,100,0,11,154,7,1,4,0,0,0,1,,,,63,22,36,5,30,33,12,40,47,147,6.79,411,138,33572.53,2.5851210915506115,1.5147357384172406,1.8793949032798438,2.489542613691389,
Ali Yousif,IRQ,FW,0.0,38.0,0,0,0,0,0,0,0,0.0,0.0,0,4,4,100,0,0,0,0,0,0,0,0,2,17,1,1,0,0,0,0,0,,,,5,3,2,0,4,1,0,2,3,8,2.35,69,22,4539.67,-1.3243189297858935,-1.6196613545655507,-1.257352059880335,-2.5443908667074133,
Alidu Seidu,GHA,DF,0.0,92.0,0,0,0,0,0,0,0,0.0,0.0,0,27,25,93,1,0,1,0,0,0,0,0,0,16,6,1,0,1,0,0,0,,,,4,2,2,0,0,4,0,2,15,65,1.36,73,34,8378.97,-1.3243189297858935,-1.3360068905671687,-1.0850995051603576,-2.3578313419600936,
Alireza Beiranvand,IRN,GK,0.0,309.0,0,0,0,0,0,0,0,0.0,0.0,0,93,62,67,0,0,2,2,0,1,100,0,0,0,0,0,1,0,0,0,0,15.0,75.0,65.0,32,0,0,32,18,14,0,0,4,185,2.59,19,0,13335.74,-1.3243189297858935,0.018495297388683184,-1.459900097840634,-1.8218639657904605,2.4021571100675305
Alireza Jahanbakhsh,IRN,MF,0.0,58.0,0,0,1,0,1,0,0,0.04,0.0,0,11,7,64,2,50,1,1,100,0,0,0,2,20,0,2,0,0,0,0,0,,,,35,16,13,6,20,15,1,6,10,30,4.37,84,30,6517.05,-1.0173670805861141,-0.3733325063347218,-1.2857015593068697,-1.4105300645581405,
Alisson,BRA,GK,0.0,520.0,0,0,0,0,0,0,0,0.0,0.0,0,132,107,81,0,0,1,3,0,1,100,0,0,0,0,0,0,0,0,0,0,15.0,67.0,59.0,19,0,0,19,14,5,0,0,0,266,3.07,16,2,26656.8,-1.3243189297858935,0.478152716143205,-1.6319565631539041,-1.7418241756041137,2.176088406517826
Alistair Johnston,CAN,DF,0.0,511.0,0,2,5,0,4,1,2,0.18,0.0,2,240,184,77,24,25,3,17,53,2,100,0,12,52,16,5,4,1,0,0,0,,,,176,53,50,73,39,137,8,47,88,509,6.28,683,264,53458.13,1.3302537246880628,4.8611481717458815,1.3657677464563287,6.735333824561268,
Almoez Ali,QAT,FW,0.0,24.0,0,1,1,0,1,0,1,0.05,0.0,0,3,2,67,0,0,0,1,100,0,0,0,1,11,2,0,0,0,0,0,0,,,,15,3,10,2,10,5,0,2,5,9,2.3,38,11,2859.04,-0.5187554019076704,-1.0125571446558148,-1.3245618144349536,-2.44440373626678,
Alphonso Davies,CAN,DF,0.0,22.0,0,0,0,0,0,0,0,0.0,0.0,0,18,14,78,1,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,,,,13,6,7,0,3,10,0,14,8,41,1.4,37,17,2589.59,-1.3243189297858935,-1.5423987884542085,-1.52531613089527,-2.334498996308276,
Altay Bayindir,TUR,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,-1.2038479457474982
Alvaro Fidalgo,MEX,MF,1.0,117.0,0,2,3,33,2,1,0,0.35,2.85,0,77,72,94,3,0,0,3,0,2,100,0,6,35,4,0,2,0,0,0,0,,,,90,9,40,41,39,51,0,16,15,172,4.72,232,87,15056.33,1.4221504264696783,0.48968867599881954,-0.2797359408873684,0.6123197354293031,
Alvaro Montero,COL,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,-1.2038479457474982
Amad Diallo,CIV,FW,2.0,211.0,0,4,8,25,6,2,0,1.44,1.39,4,73,69,95,7,29,7,4,100,1,100,0,8,54,12,0,2,0,0,0,1,,,,95,34,40,21,31,64,3,48,62,193,6.15,270,104,21888.37,4.699600555196027,2.2902338478101494,0.5481821587539962,2.209535346765785,
Amadou Onana,BEL,MF,0.0,127.0,0,0,2,0,0,2,0,0.07,0.0,0,64,57,89,0,0,1,1,100,0,0,0,25,26,9,1,3,0,0,0,0,,,,44,2,16,26,35,9,0,6,29,143,4.31,146,44,13465.81,-0.6602979307471838,-0.2487051969842563,1.2845537550489852,-0.7884942926929532,
Amar Dedic,BIH,DF,0.0,310.0,0,1,2,0,0,2,0,0.06,0.0,0,99,80,81,0,0,8,1,0,3,100,0,14,95,11,6,3,1,0,0,0,,,,56,23,19,14,11,45,1,3,40,204,4.44,356,141,30604.3,-0.42242107621524033,1.1365157072668932,1.486868214077263,0.8071380442668301,
Amar Memic,BIH,MF,0.0,254.0,0,1,3,0,2,1,0,0.19,0.0,0,52,39,75,5,0,1,4,0,0,0,0,13,54,10,3,3,0,0,0,0,,,,67,38,19,10,22,45,0,20,40,135,6.46,306,152,27462.49,-0.07437479431184467,-0.7373858545822686,0.9086311512928733,1.2092841583632743,
Amer Jamous,JOR,MF,0.0,19.0,0,0,0,0,0,0,0,0.0,0.0,0,4,4,100,0,0,0,0,0,0,0,0,2,26,2,1,0,0,0,0,0,,,,4,1,3,0,4,0,0,2,2,8,2.19,48,10,2136.97,-1.3243189297858935,-1.6196613545655507,-1.0960284211240339,-2.716534934991682,
Amine Gouiri,ALG,FW,1.0,270.0,0,2,3,33,2,1,0,0.62,1.61,0,58,51,88,1,0,1,0,0,0,0,0,7,126,12,1,1,0,0,0,0,,,,188,69,107,12,139,49,3,40,40,137,6.17,355,131,27787.87,1.5318291301309255,-1.1366172761541153,1.1116548102706125,4.099040362289095,
Amir Alammari,IRQ,MF,0.0,279.0,1,0,0,0,0,0,0,0.0,0.0,3,125,99,79,7,43,1,7,57,0,0,0,19,64,19,3,0,2,0,0,0,,,,80,5,35,40,49,31,1,6,40,261,6.6,383,104,30575.01,-0.7288708072432812,1.0291824659711502,1.4315051613509266,1.3998874581891936,
Amir Hadziahmetovic,BIH,MF,0.0,12.0,0,0,0,0,0,0,0,0.0,0.0,1,3,3,100,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,,,,1,0,1,0,1,0,0,0,0,9,1.61,21,5,1349.67,-1.261933476999467,-1.569739035077044,-1.587631850043982,-2.949450990295276,
Amir Murillo,PAN,DF,0.0,303.0,0,1,5,0,4,1,0,0.37,0.0,0,112,88,79,8,50,5,12,58,1,100,0,11,68,15,1,7,0,0,0,1,,,,101,35,46,20,15,86,5,26,67,260,6.27,332,156,31781.32,0.6173560605855868,2.7938781334556353,1.9353272414281395,2.889846236424514,
Amirhossein Hosseinzadeh,IRN,FW,0.0,26.0,0,0,1,0,1,0,0,0.09,0.0,0,14,10,71,0,0,0,3,67,1,100,0,3,13,3,0,0,0,0,0,0,,,,15,4,9,2,8,7,0,3,8,33,4.82,47,17,3200.06,-0.9784535023371775,-0.06782600673294034,-1.1161749853235925,-2.0793135144956394,
Amirmohammad Razaghinia,IRN,MF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,
Anas Badawi,JOR,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,
Anass Salah Eddine,MAR,DF,0.0,240.0,0,0,1,0,0,1,0,0.01,0.0,0,166,152,92,3,0,0,1,100,0,0,0,3,35,10,3,2,0,0,0,0,,,,43,11,8,24,11,32,3,10,55,338,3.78,201,77,22567.1,-1.0117652193910067,0.6850108099124523,-0.09712489277964612,0.30458641291897853,
Andreas Schjelderup,NOR,MF,1.0,297.0,3,2,3,33,3,0,0,0.2,5.12,0,104,89,86,7,14,4,9,56,2,50,0,18,68,14,2,3,0,0,0,0,,,,107,25,69,13,23,84,4,70,58,250,6.44,384,137,31621.18,2.6852317381158417,1.9509397603182301,1.6217183799570656,3.356170311971076,
Andrej Kramaric,CRO,FW,0.0,81.0,0,0,1,0,0,1,0,0.01,0.0,0,20,17,85,2,0,0,2,50,0,0,0,0,24,1,0,0,0,0,0,1,,,,47,18,22,7,32,15,0,10,9,47,5.44,163,50,10055.36,-1.0117652193910067,-0.928258198907389,-1.3044152502353952,-0.8137852388296992,
Andres Andrade,PAN,DF,0.0,303.0,0,0,0,0,0,0,0,0.0,0.0,0,178,147,83,8,0,0,7,29,5,80,0,10,38,19,4,0,1,0,0,0,,,,91,3,24,64,21,70,1,2,71,380,6.0,322,117,30384.6,-1.3243189297858935,2.481735044093685,0.5825530537980258,1.9394257604982168,
Andres Cubas,PAR,MF,0.0,554.0,0,0,1,0,0,1,0,0.02,0.0,0,117,97,83,0,0,0,1,0,1,100,0,43,231,57,14,3,1,0,0,0,,,,57,0,20,37,48,9,0,7,56,285,6.6,756,205,60748.96,-1.0039825037412196,0.11897315372601222,7.634343891040173,2.4970322210405413,
Andres Gomez,COL,FW,0.0,7.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,1,1,0,0,0,1,0,0,0,0,1.56,16,6,1042.07,-1.3243189297858935,-2.4642577606874845,-1.5592823506174471,-2.9705722259484912,
Andy Robertson,SCO,DF,0.0,255.0,0,0,0,0,0,0,0,0.0,0.0,0,153,124,81,11,36,1,7,14,3,33,0,13,47,5,3,1,1,0,0,0,,,,59,17,27,15,8,51,2,24,42,316,5.92,246,107,25387.97,-1.3243189297858935,1.9531509566301948,0.1789848014290875,1.0864518798746927,
Ange Yoan Bonny,CIV,FW,0.0,258.0,0,1,1,0,0,1,0,0.05,0.0,0,30,26,87,3,33,1,0,0,0,0,0,7,123,7,1,3,0,0,0,1,,,,71,51,20,0,63,8,7,36,49,92,6.23,314,113,26951.82,-0.7349747866101267,-0.9900865607798418,1.1145590347698293,1.7694976001306337,
Angelo Preciado,ECU,DF,0.0,137.0,0,0,0,0,0,0,0,0.0,0.0,0,47,32,68,8,13,1,5,20,1,100,0,4,29,3,0,1,0,0,0,0,,,,29,11,10,8,4,25,3,16,22,106,6.31,144,61,14040.86,-1.3243189297858935,0.6026432196020711,-0.704503948421922,-0.5236610182172874,
Angelo Stiller,GER,MF,0.0,52.0,0,0,0,0,0,0,0,0.0,0.0,0,34,31,91,0,0,0,1,0,0,0,0,1,7,1,0,0,0,0,0,0,,,,28,0,13,15,25,3,0,3,10,72,1.71,85,18,5947.34,-1.3243189297858935,-1.3653655839919276,-1.4304795618038522,-1.983482129898367,
Angus Gunn,SCO,GK,0.0,306.0,0,0,0,0,0,0,0,0.0,0.0,0,119,90,76,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,9.0,75.0,64.0,21,0,0,21,15,6,0,0,3,224,3.43,29,6,17506.02,-1.3243189297858935,-0.04732584804975946,-1.6319565631539041,-1.8102206965007623,1.8520114889918722
Anibal Godoy,PAN,MF,0.0,11.0,0,0,0,0,0,0,0,0.0,0.0,0,8,8,100,1,0,0,1,100,1,0,0,0,2,1,0,1,0,0,0,0,,,,4,1,2,1,1,3,0,1,3,18,2.1,18,4,1239.04,-1.3243189297858935,-0.43548798087270457,-1.3761447070266966,-2.7965050451010423,
Anis Hadj Moussa,ALG,FW,0.0,114.0,0,1,2,0,2,0,0,0.15,0.0,5,36,25,69,4,50,8,5,60,1,100,0,3,34,1,0,2,0,0,0,0,,,,50,24,22,4,15,35,2,20,27,95,4.9,151,60,12312.89,-0.09834938772395996,1.5908063488153013,-0.6625433793879137,-0.21481543714007542,
Anis Slimane,TUN,MF,0.0,257.0,0,1,1,0,1,0,1,0.11,0.0,2,75,59,79,4,50,0,2,50,2,100,0,5,92,5,0,0,0,0,0,2,,,,180,57,85,38,149,31,0,30,42,162,7.16,408,123,30657.94,-0.3472882024360932,1.0704232384715355,0.00705560541274586,3.7552376634779465,
Ante Budimir,CRO,FW,1.0,168.0,0,1,3,33,3,0,1,0.46,2.18,0,10,6,60,0,0,0,2,0,0,0,0,13,76,13,6,4,0,0,0,0,,,,76,65,10,1,68,8,1,14,16,37,4.99,180,94,18722.29,1.4240422142254698,-1.7367698200821235,1.5092526414876442,0.3008180486647119,
Anthony Elanga,SWE,FW,2.0,247.0,0,3,3,67,2,1,0,0.53,3.77,1,76,60,79,12,0,3,9,33,0,0,0,10,31,1,0,7,0,0,0,1,,,,110,47,56,7,40,70,7,39,59,192,5.94,211,118,24265.7,2.8523948303763946,0.7855721977628399,0.600705446386979,2.7091597277972905,
Anthony Gordon,ENG,FW,1.0,442.0,3,4,6,17,6,0,2,0.7,1.43,0,113,96,85,10,20,10,18,72,0,0,0,24,115,12,3,9,0,0,0,0,,,,173,65,77,31,72,101,9,74,91,257,4.96,384,189,36323.52,4.3906180615262995,2.9551822688838665,3.4255807972525907,5.601024765134319,
Anthony Ralston,SCO,DF,0.0,23.0,0,1,1,0,1,0,0,0.02,0.0,0,5,5,100,1,100,1,1,100,1,100,0,2,9,2,2,0,0,0,0,0,,,,5,1,3,1,0,5,0,3,3,16,4.9,35,13,2807.5,-0.7872729417039582,1.1454956106620175,-1.284408451841203,-2.386214744231101,
Anthony Valencia,ECU,MF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,
Antoine Mendy,SEN,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,
Antoine Semenyo,GHA,MF,0.0,414.0,0,0,6,0,3,3,1,0.26,0.0,0,68,52,76,5,0,5,5,60,0,0,0,26,123,20,6,4,0,0,0,4,,,,92,45,33,14,54,38,3,44,50,176,5.78,285,167,39933.84,0.8649770139926896,0.3462086486260263,3.271323609275319,2.5071307768003366,
Antonee Robinson,USA,DF,0.0,399.0,0,0,0,0,0,0,0,0.0,0.0,3,221,181,82,18,22,10,13,46,2,50,0,14,66,18,4,1,1,0,0,0,,,,163,52,58,53,17,146,10,49,74,481,5.27,556,206,43815.48,-1.1371625714266136,4.349929918107686,1.2525523532166223,5.829991631735867,
Antonio Nusa,NOR,FW,1.0,357.0,0,2,6,17,4,2,0,0.37,2.7,0,83,62,75,7,14,10,6,33,1,100,0,7,112,16,1,5,1,0,0,2,,,,149,27,110,12,39,110,1,62,67,234,6.08,411,176,35679.45,2.0880402153306106,1.9467198920673945,1.891116312674871,4.258483817557666,
Antonio Ruediger,GER,DF,0.0,300.0,0,0,1,0,0,1,0,0.04,0.0,0,246,230,93,1,0,0,4,25,0,0,0,5,14,4,1,0,0,0,0,0,,,,11,0,1,10,5,6,0,2,19,514,5.87,258,72,28802.14,-0.9884170724416449,0.9040278048776244,-0.9188693344897119,-0.4236571582413198,
Antonio Sanabria,PAR,FW,0.0,95.0,0,0,0,0,0,0,0,0.0,0.0,0,10,7,70,0,0,0,0,0,0,0,0,4,38,2,1,2,0,0,0,0,,,,5,3,2,0,4,1,2,12,9,26,2.48,113,45,9967.8,-1.3243189297858935,-1.82536528362935,-0.4943099128703033,-1.9434839947856697,
Ao Tanaka,JPN,MF,0.0,225.0,0,0,2,0,0,2,0,0.16,0.0,0,160,145,91,0,0,3,1,0,0,0,0,12,89,34,6,2,0,0,0,0,,,,119,2,33,84,103,16,0,7,38,331,4.57,285,67,23492.09,-0.5902534898990979,-0.06409117189193672,2.540333028758142,1.4672850339000256,
Arda Guler,TUR,FW,1.0,313.0,0,4,12,8,3,9,0,0.75,1.34,11,198,170,86,14,29,6,9,67,5,80,0,12,62,7,3,10,0,0,0,2,,,,268,40,122,106,157,111,6,46,89,455,6.43,425,120,33635.28,5.199653000429023,4.325408124329441,1.9545810127799679,6.94685711369647,
Ardon Jashari,SUI,MF,0.0,87.0,0,0,2,0,0,2,0,0.03,0.0,0,30,25,83,1,0,0,3,67,1,0,0,3,33,4,2,1,0,0,0,0,,,,31,9,16,6,26,5,0,11,17,72,3.45,158,53,10276.82,-0.6914287933463331,-0.49950854350461343,-0.6609019202017354,-1.2383895559831777,
Arjany Martha,CUW,MF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,
Armando Gonzalez,MEX,FW,0.0,21.0,0,0,0,0,0,0,0,0.0,0.0,0,1,1,100,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,,,,7,4,3,0,5,2,0,4,4,5,1.18,25,14,2086.01,-1.3243189297858935,-1.6449990285391731,-1.5543883152115405,-2.7285990661136545,
Armando Obispo,CUW,DF,0.0,300.0,0,0,0,0,0,0,0,0.0,0.0,0,97,87,90,0,0,1,1,100,1,100,0,4,24,9,1,0,0,0,0,1,,,,16,0,4,12,8,8,0,1,21,214,5.34,189,65,26713.78,-1.3243189297858935,0.9476107790790436,-0.5624080995687367,-0.8991589681847363,
Armin Gigovic,BIH,MF,0.0,95.0,0,0,0,0,0,0,0,0.0,0.0,0,24,17,71,0,0,0,0,0,1,0,0,4,33,4,0,1,0,0,0,0,,,,24,3,11,10,14,10,0,4,18,53,3.43,142,62,10900.97,-1.3243189297858935,-1.5120037924085472,-0.5985862010530235,-1.4531761143581368,
Arthur Masuaku,COD,DF,0.0,340.0,1,0,0,0,0,0,0,0.0,0.0,6,169,141,83,14,21,2,6,67,5,80,0,9,102,10,0,4,0,0,0,0,,,,60,6,31,23,11,49,0,12,38,363,5.79,343,114,32800.85,-0.5417144488840013,3.3455578440354263,1.3633212973303612,1.1056918323906184,
Arthur Theate,BEL,DF,0.0,268.0,0,1,5,0,3,2,2,0.25,0.0,0,164,153,93,0,0,0,0,0,0,0,0,3,10,6,1,0,0,0,0,0,,,,22,0,0,22,8,14,0,3,40,353,3.15,249,82,27207.18,1.0432522666264594,-0.3732388656310475,-0.9646394173791051,-0.46593602917427795,
Arya Yousefi,IRN,DF,0.0,51.0,0,1,1,0,1,0,0,0.06,0.0,0,18,16,89,0,0,1,0,0,0,0,0,1,12,2,0,1,0,0,0,0,,,,19,6,12,1,8,11,1,7,21,42,2.27,84,31,5813.32,-0.7561420791048089,-1.5028206369340333,-1.141424170844203,-1.8340520187400513,
Assan Ouedraogo,GER,MF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,
Assane Diao,SEN,FW,0.0,16.0,0,0,0,0,0,0,0,0.0,0.0,0,12,12,100,0,0,2,3,33,0,0,0,1,3,0,0,0,0,0,0,0,,,,19,5,10,4,5,14,0,12,8,29,1.72,23,12,1835.5,-1.3243189297858935,-0.8337673505243731,-1.5363973091727507,-2.2734444829331277,
Assim Madibo,QAT,MF,0.0,140.0,0,0,0,0,0,0,0,0.0,0.0,0,33,27,82,0,0,1,1,0,0,0,0,2,51,7,2,1,0,1,0,0,,,,18,0,7,11,12,6,0,3,21,75,6.04,208,30,14695.95,-1.3243189297858935,-1.3633754543333492,-0.3389773275788687,-1.2640731238527154,
Aubrey Modiba,RSA,DF,0.0,381.0,0,1,5,0,1,4,0,0.12,0.0,2,139,115,83,8,50,1,9,33,1,100,0,12,67,14,4,6,1,0,0,2,,,,96,27,48,21,19,77,2,26,54,308,5.96,442,154,37864.78,0.634409099347165,2.2069711727521493,1.7529122827271242,2.714759972877949,
Augustine Boakye,GHA,MF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,
Aurele Amenda,SUI,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,
Aurelien Tchouameni,FRA,MF,0.0,407.0,1,0,3,0,1,2,0,0.11,0.0,0,254,239,94,2,0,0,1,100,2,100,0,23,68,20,4,3,1,0,0,0,,,,178,2,35,141,137,41,1,8,64,537,3.79,637,155,45082.82,0.054945682635927556,2.5088724602174994,2.3028551812544835,4.369369273623693,
Auston Trusty,USA,DF,1.0,123.0,0,2,3,33,3,0,1,0.27,3.7,0,50,38,76,2,0,0,2,0,1,100,0,5,31,6,2,0,0,0,0,0,,,,18,3,5,10,3,15,2,5,11,108,2.43,145,44,12844.54,1.6449681069823512,-0.2648666316038977,-0.6073032352545901,-1.544238407258758,
Avazbek Ulmasaliyev,UZB,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.6319565631539041,-3.2142549945655188,
Awer Mabil,AUS,FW,0.0,31.0,0,0,1,0,0,1,0,0.03,0.0,0,8,5,63,1,0,0,0,0,0,0,0,1,20,0,0,1,0,0,0,0,,,,17,7,9,1,10,7,0,3,4,20,1.75,55,20,3742.93,-0.9961997880914322,-1.8406457543230474,-1.1759608131423116,-2.3537548142872815,
Axel Tuanzebe,COD,DF,0.0,409.0,0,0,0,0,0,0,0,0.0,0.0,0,155,140,90,0,0,0,0,0,2,100,0,6,20,10,3,3,0,0,0,0,,,,48,2,5,41,30,18,0,0,49,314,5.59,311,128,38203.61,-1.3243189297858935,0.6360634702014996,0.09566105581755187,0.7529299127115102,
Axel Witsel,BEL,MF,0.0,42.0,0,0,0,0,0,0,0,0.0,0.0,0,9,8,89,0,0,0,0,0,0,0,0,1,21,3,2,1,1,0,0,0,,,,5,1,1,3,4,1,0,0,2,21,2.62,84,21,5128.36,-1.3243189297858935,-1.6709997853547662,-0.9801005320879019,-2.5130098089652937,
Ayase Ueda,JPN,FW,2.0,349.0,1,4,9,22,5,4,2,0.63,3.15,0,35,26,74,1,0,4,4,50,0,0,0,11,173,9,6,4,0,0,0,1,,,,165,82,80,3,141,24,2,45,59,117,6.28,385,141,36607.93,5.158227920696938,-0.4151646736351761,2.213123359069926,3.9900424613464596,
Aymen Dahmen,TUN,GK,0.0,198.0,0,0,0,0,0,0,0,0.0,0.0,0,48,24,50,0,0,0,1,100,1,0,0,0,0,0,0,1,0,0,0,0,6.0,51.0,44.0,16,0,0,16,9,7,0,0,1,86,1.57,9,0,7797.05,-1.3243189297858935,-0.6665103572273045,-1.459900097840634,-2.48946182163919,0.8720333100415526
Aymen Hussein,IRQ,FW,1.0,128.0,0,1,3,33,3,0,3,0.18,5.42,0,16,12,75,0,0,0,3,67,0,0,1,5,60,3,2,1,0,0,0,0,,,,78,47,28,3,59,19,1,20,18,43,3.97,126,54,12557.87,1.958943159451852,-0.9411305691600393,-0.29867170267131365,-0.020391224538964237,
Aymeric Laporte,ESP,DF,0.0,713.0,1,1,4,0,2,2,2,0.15,0.0,0,568,533,94,0,0,0,10,60,7,100,0,21,31,3,4,2,1,0,0,0,,,,93,6,3,84,42,51,0,4,64,1181,5.84,610,183,69378.47,1.0978958877112888,6.442261156380451,0.5490820989744118,4.126823587723699,
Ayoub Aloui,QAT,DF,0.0,170.0,0,0,0,0,0,0,0,0.0,0.0,0,28,11,39,1,0,0,4,0,0,0,0,2,38,5,1,0,0,0,0,0,,,,23,4,12,7,2,21,1,2,11,57,3.76,170,55,15912.29,-1.3243189297858935,-1.5795112134263793,-0.7782751790173386,-1.3257268421115715,
Ayoub El Kaabi,MAR,FW,0.0,74.0,0,2,3,0,3,0,0,0.31,0.0,0,10,7,70,0,0,1,0,0,0,0,0,2,25,7,1,1,0,0,0,3,,,,59,45,12,2,39,20,2,10,14,31,1.16,108,59,8709.76,0.23572735552286456,-1.7288206822081795,-0.6270879627933625,-0.8431613545132389,
Ayoube Amaimouni,MAR,FW,0.0,33.0,0,1,2,0,2,0,0,0.29,0.0,0,9,8,89,1,0,2,0,0,1,0,0,4,10,3,1,0,0,0,0,0,,,,12,8,3,1,6,6,1,11,12,30,2.77,73,35,4598.41,-0.30131863255907054,-1.2150175877451665,-1.0871028010073223,-2.0037789132381194,
Ayumu Seko,JPN,DF,0.0,97.0,0,0,0,0,0,0,0,0.0,0.0,0,50,42,84,0,0,0,2,0,0,0,0,1,3,2,1,0,0,0,0,0,,,,7,1,0,6,4,3,0,2,9,107,3.05,105,26,9712.91,-1.3243189297858935,-1.2218529849880067,-1.4132112406547979,-2.1110337188082515,
Ayyoub Bouaddi,MAR,MF,0.0,425.0,0,0,3,0,0,3,0,0.14,0.0,0,264,237,90,0,0,6,1,100,1,100,0,23,113,36,3,6,0,0,0,0,,,,174,19,51,104,117,57,0,19,111,578,5.57,586,166,47487.66,-0.30104792645357326,2.7663635637210238,4.303166147824539,5.111739866404186,
